Type,Head_Size,Teeth_Size,Dinosaur_Length,Weight,Gender,Class
Triceratops,1.83,16.01,8.65,7624.13,Female,3
TREX,1.44,23.71,11.69,6217.83,Female,1
TREX,1.56,18.55,8.97,6805.3,Female,1
Triceratops,2.02,22.12,8.12,6917.18,Female,3
Triceratops,2.11,11.22,7.42,9110.31,Female,3
Spinosaurus,1.48,15.53,14.18,10055.37,Male,2
TREX,1.41,20.42,10.88,6517.41,Female,1
Triceratops,1.96,9.32,8.92,5989.76,Female,3
Triceratops,1.91,19.72,8.93,8068.4,Male,3
TREX,1.53,22.62,11.13,7698.74,Female,1
Spinosaurus,1.49,15.09,13.1,7554.39,Male,2
Spinosaurus,1.38,13.98,11.31,9614.55,Male,2
Spinosaurus,1.51,13.45,13.59,9243.62,Male,2
TREX,1.46,18.96,12.3,5838.58,Male,1
Spinosaurus,1.53,12.83,12.42,9788.5,Female,2
Triceratops,1.87,23.94,9.23,6640.78,Male,3
Triceratops,1.99,16.35,9.23,6266.11,Male,3
Spinosaurus,1.51,15.08,12.85,8951.5,Female,2
Triceratops,1.99,17.24,7.57,6462.58,Female,3
TREX,1.44,18.18,9.79,7066.95,Male,1
TREX,1.5,14.95,12.27,6471.0,Female,1
TREX,1.64,14.15,9.94,6862.75,Female,1
Spinosaurus,1.62,19.08,11.93,9688.35,Male,2
Spinosaurus,1.4,16.08,11.48,9601.58,Male,2
Triceratops,1.9,16.59,7.91,7260.24,Male,3
TREX,1.58,20.99,10.64,6978.41,Female,1
Spinosaurus,1.66,17.3,14.07,9544.61,Female,2
TREX,1.5,22.12,11.36,6661.17,Female,1
Triceratops,2.05,12.37,7.47,7935.37,Female,3
TREX,1.46,20.42,12.02,7396.71,Female,1
TREX,1.36,20.75,13.38,6066.77,Male,1
TREX,1.64,24.92,12.8,6475.98,Female,1
TREX,1.58,19.47,10.69,6745.28,Female,1
Spinosaurus,1.49,14.65,11.72,7648.45,Male,2
TREX,1.5,12.4,10.61,4944.6,Male,1
TREX,1.65,19.89,11.86,7009.51,Female,1
Triceratops,2.15,13.41,8.6,7316.3,Female,3
Triceratops,2.22,17.13,7.83,7268.59,Female,3
TREX,1.5,22.54,12.35,5111.22,Female,1
TREX,1.62,21.79,10.91,6128.97,Male,1
Triceratops,2.0,17.23,8.14,7606.13,Male,3
Triceratops,2.07,16.95,7.79,8143.69,Male,3
Triceratops,2.0,17.07,9.34,7915.12,Male,3
Spinosaurus,1.39,18.04,13.22,8726.39,Male,2
TREX,1.57,17.73,10.67,6837.28,Male,1
TREX,1.68,16.93,10.02,6455.91,Male,1
TREX,1.58,24.58,8.38,6723.73,Male,1
Spinosaurus,1.35,17.3,12.12,8916.82,Male,2
Triceratops,1.98,18.47,8.37,7355.1,Female,3
TREX,1.48,18.99,11.47,6105.31,Female,1
Triceratops,2.02,17.75,7.67,7524.54,Female,3
Triceratops,2.2,19.07,8.28,6900.72,Male,3
Triceratops,2.03,21.87,8.1,7137.12,Female,3
Spinosaurus,1.56,16.44,12.72,8382.2,Female,2
Triceratops,1.9,14.29,8.31,7283.5,Female,3
Spinosaurus,1.57,10.56,11.08,8534.68,Female,2
Triceratops,2.11,15.57,8.63,6679.4,Female,3
Spinosaurus,1.47,16.64,13.52,10770.96,Female,2
TREX,1.58,17.53,12.85,7589.64,Female,1
Spinosaurus,1.59,14.14,12.3,10858.8,Male,2
Triceratops,2.04,19.71,7.26,7554.22,Male,3
TREX,1.47,22.54,11.79,6158.97,Male,1
Spinosaurus,1.65,16.0,12.47,10318.61,Male,2
TREX,1.45,18.4,10.16,7015.48,Male,1
Spinosaurus,1.48,13.28,12.58,8391.56,Female,2
Triceratops,2.11,20.23,6.79,8512.68,Female,3
TREX,1.51,16.94,9.99,7022.88,Female,1
Spinosaurus,1.55,15.49,13.36,10676.65,Male,2
Triceratops,2.03,14.88,6.74,7814.2,Male,3
Triceratops,1.92,14.81,8.49,8549.96,Female,3
TREX,1.55,24.28,9.95,5149.51,Male,1
Triceratops,2.11,16.5,6.7,7559.21,Male,3
Spinosaurus,1.52,16.73,12.88,9180.32,Male,2
Triceratops,2.01,11.38,7.85,7530.16,Male,3
TREX,1.57,19.17,13.71,5919.02,Female,1
Spinosaurus,1.59,17.42,13.64,10114.23,Female,2
TREX,1.29,16.53,11.09,7146.95,Female,1
TREX,1.36,16.71,12.12,5362.29,Male,1
Triceratops,1.89,19.01,7.05,7712.38,Female,3
TREX,1.4,19.77,11.16,7260.6,Female,1
Triceratops,2.04,17.52,7.61,8018.81,Female,3
TREX,1.56,23.48,13.04,6159.55,Male,1
TREX,1.5,16.16,11.34,6991.88,Female,1
Spinosaurus,1.32,14.3,13.84,9734.94,Male,2
Spinosaurus,1.54,14.63,13.14,9559.81,Male,2
TREX,1.57,21.46,11.95,7100.67,Female,1
Spinosaurus,1.49,12.66,12.13,7683.43,Female,2
TREX,1.52,19.84,9.84,6722.92,Male,1
TREX,1.4,19.83,10.49,6952.26,Female,1
TREX,1.53,18.79,10.19,6856.62,Female,1
TREX,1.49,21.14,10.15,6774.23,Male,1
TREX,1.58,20.16,11.69,6139.13,Female,1
Triceratops,2.13,23.17,7.93,6645.58,Male,3
TREX,1.39,23.87,10.94,6573.71,Male,1
Triceratops,1.95,22.29,8.75,7457.77,Male,3
Triceratops,2.16,18.18,8.33,7639.02,Female,3
Triceratops,1.89,14.59,8.56,8160.17,Male,3
Triceratops,2.17,15.18,8.69,7871.42,Male,3
TREX,1.66,15.9,9.1,5920.81,Male,1
TREX,1.41,22.57,10.9,6124.71,Male,1
TREX,1.28,16.89,11.04,6054.14,Male,1
Triceratops,1.9,18.91,8.55,7642.91,Female,3
Spinosaurus,1.59,13.59,12.53,9282.83,Female,2
Triceratops,1.85,15.07,10.2,8882.26,Male,3
TREX,1.4,25.04,10.73,6500.84,Female,1
Triceratops,2.04,22.57,6.46,6710.5,Female,3
Triceratops,2.1,17.02,7.19,6825.37,Female,3
Spinosaurus,1.55,13.88,12.27,10458.82,Female,2
TREX,1.5,19.11,11.58,6095.68,Male,1
TREX,1.37,19.7,11.82,5293.31,Male,1
Triceratops,2.12,19.3,8.77,8052.34,Female,3
TREX,1.6,16.48,12.02,5784.74,Male,1
Triceratops,2.06,18.14,7.49,8513.22,Female,3
Triceratops,2.05,19.07,9.67,7801.41,Male,3
Triceratops,2.04,25.51,8.93,7083.46,Male,3
TREX,1.39,15.02,11.93,7574.02,Female,1
Triceratops,2.04,9.67,7.44,7645.76,Male,3
TREX,1.54,13.35,11.96,7390.19,Male,1
TREX,1.51,19.73,11.98,6547.03,Male,1
TREX,1.41,16.47,10.48,5843.01,Male,1
Triceratops,2.16,14.26,7.72,7940.8,Female,3
TREX,1.48,20.32,12.64,6824.65,Male,1
Spinosaurus,1.52,13.7,14.17,8677.26,Male,2
Triceratops,2.14,12.61,10.02,7538.31,Female,3
TREX,1.53,23.38,10.66,6762.54,Male,1
Triceratops,1.92,20.9,6.7,6971.26,Male,3
Triceratops,2.05,16.71,9.24,7429.97,Female,3
Spinosaurus,1.37,15.8,13.77,9825.95,Female,2
Triceratops,2.1,18.25,7.57,8632.57,Female,3
Spinosaurus,1.47,14.37,12.38,9245.52,Male,2
Triceratops,2.05,16.69,7.51,7971.22,Male,3
TREX,1.34,15.57,12.27,6389.53,Male,1
TREX,1.6,22.81,11.1,5924.57,Female,1
Triceratops,2.05,17.57,7.34,8067.16,Female,3
Spinosaurus,1.52,10.61,12.08,7960.03,Male,2
TREX,1.53,20.53,10.3,6868.05,Female,1
Spinosaurus,1.83,15.13,13.83,9566.18,Female,2
TREX,1.47,18.51,10.52,7731.93,Female,1
TREX,1.56,19.86,9.78,7446.31,Female,1
TREX,1.47,21.14,10.56,5655.25,Female,1
TREX,1.39,20.47,12.67,6471.73,Female,1
TREX,1.53,19.32,10.28,6841.79,Female,1
TREX,1.66,19.29,12.87,7660.79,Female,1
Triceratops,2.08,18.56,8.52,8022.15,Male,3
Spinosaurus,1.48,13.51,13.12,9743.0,Male,2
TREX,1.24,18.0,10.42,6511.34,Female,1
Triceratops,1.93,16.79,9.4,5805.85,Female,3
Spinosaurus,1.51,19.22,12.78,9393.38,Male,2
Spinosaurus,1.32,15.48,10.6,9247.29,Male,2
TREX,1.6,22.77,10.58,6450.48,Female,1
Spinosaurus,1.33,13.85,12.84,10011.1,Male,2
TREX,1.65,24.22,11.28,7690.53,Female,1
TREX,1.61,18.98,10.57,7178.79,Female,1
Spinosaurus,1.49,18.08,13.78,9566.27,Female,2
Triceratops,1.98,19.15,7.35,9094.68,Male,3
Spinosaurus,1.58,13.56,13.94,7997.89,Male,2
Spinosaurus,1.28,16.02,13.72,8613.76,Male,2
Triceratops,1.94,18.66,7.44,5891.46,Male,3
Spinosaurus,1.39,13.73,13.54,7801.64,Female,2
TREX,1.65,17.55,9.66,5020.95,Female,1
Triceratops,1.84,20.65,8.64,7937.94,Male,3
Triceratops,1.92,15.71,7.25,6797.94,Female,3
Triceratops,2.22,23.72,7.18,7063.12,Female,3
Triceratops,2.03,19.09,8.66,7825.23,Male,3
Triceratops,1.96,23.02,8.58,7114.93,Female,3
Spinosaurus,1.54,12.28,11.88,9132.68,Female,2
Triceratops,2.1,9.57,8.26,7837.56,Female,3
Triceratops,1.89,16.99,8.98,7420.75,Female,3
Triceratops,1.99,16.56,8.85,6588.28,Female,3
TREX,1.37,20.44,9.68,6043.04,Female,1
TREX,1.47,26.37,12.55,6721.76,Male,1
TREX,1.49,15.39,11.21,6980.12,Male,1
Triceratops,2.14,21.18,9.62,7765.77,Female,3
Triceratops,2.06,15.1,8.68,7783.47,Female,3
TREX,1.38,23.58,8.9,5497.96,Male,1
TREX,1.59,20.29,9.53,7406.64,Male,1
Triceratops,2.23,16.66,8.36,8726.7,Male,3
Triceratops,1.99,21.74,8.4,7638.4,Female,3
TREX,1.37,26.23,11.03,8120.26,Female,1
Spinosaurus,1.52,12.51,14.23,10041.11,Female,2
TREX,1.44,14.07,11.96,6491.75,Female,1
Triceratops,2.04,18.56,9.67,6482.48,Female,3
Triceratops,1.95,23.35,9.89,5385.6,Female,3
TREX,1.51,23.03,10.57,5700.08,Male,1
TREX,1.43,14.76,12.09,6935.74,Male,1
Spinosaurus,1.51,14.66,10.91,9199.98,Male,2
TREX,1.7,18.55,9.93,8018.77,Male,1
Triceratops,1.93,13.6,6.71,7390.63,Female,3
Triceratops,2.02,18.29,7.65,7332.26,Female,3
TREX,1.6,24.84,11.52,6303.32,Male,1
TREX,1.5,20.75,10.28,6595.06,Male,1
TREX,1.37,14.35,10.25,8054.14,Male,1
TREX,1.66,25.69,12.53,7315.37,Female,1
Spinosaurus,1.56,15.43,14.29,10400.1,Male,2
Spinosaurus,1.49,14.63,12.6,10369.11,Female,2
Triceratops,1.95,15.18,9.11,6762.06,Female,3
TREX,1.46,19.8,11.82,6276.08,Male,1
Spinosaurus,1.61,16.38,10.18,10181.83,Male,2
Spinosaurus,1.55,12.76,12.48,9357.16,Male,2
Triceratops,2.04,17.19,7.76,8958.85,Female,3
Triceratops,1.99,11.94,8.14,7373.19,Female,3
Spinosaurus,1.72,12.47,14.3,8925.22,Male,2
TREX,1.52,21.58,9.73,6818.98,Female,1
TREX,1.35,17.56,9.31,7788.34,Male,1
Triceratops,1.93,20.16,8.58,7714.22,Female,3
TREX,1.59,15.51,10.92,7141.49,Female,1
Spinosaurus,1.72,12.66,12.78,9283.68,Male,2
Triceratops,2.13,21.04,7.94,7512.67,Female,3
TREX,1.58,19.04,11.19,6321.2,Male,1
Spinosaurus,1.48,16.88,14.2,7779.59,Female,2
TREX,1.43,20.87,12.37,7350.03,Female,1
Spinosaurus,1.6,14.14,12.74,8763.97,Male,2
Triceratops,1.93,18.01,6.0,7019.84,Male,3
Spinosaurus,1.54,16.71,12.73,10930.66,Female,2
TREX,1.51,19.74,9.72,7834.09,Male,1
TREX,1.38,22.04,11.86,7046.98,Female,1
TREX,1.56,17.59,10.6,6694.62,Male,1
Spinosaurus,1.45,15.01,12.6,9447.39,Female,2
Spinosaurus,1.44,12.38,14.56,7667.76,Male,2
Triceratops,1.97,16.76,7.73,6489.61,Female,3
TREX,1.55,20.7,9.06,6753.35,Male,1
Triceratops,2.09,17.08,5.58,6387.87,Female,3
Triceratops,2.07,15.19,9.15,8497.78,Female,3
Spinosaurus,1.53,17.45,15.01,7478.57,Male,2
Triceratops,2.02,18.87,9.76,7507.04,Female,3
Spinosaurus,1.52,15.44,12.85,7202.86,Male,2
TREX,1.43,25.42,10.09,4891.51,Male,1
Triceratops,1.93,22.48,7.55,7018.24,Female,3
Triceratops,1.93,14.94,8.43,7246.73,Male,3
TREX,1.57,11.89,12.27,6458.18,Female,1
Triceratops,2.13,15.53,9.32,7273.53,Female,3
TREX,1.52,22.84,10.28,6680.39,Female,1
TREX,1.45,19.44,11.32,7283.08,Male,1
Spinosaurus,1.5,15.11,13.77,8865.36,Female,2
Spinosaurus,1.55,13.63,13.89,8154.77,Female,2
Triceratops,1.99,17.47,8.25,7230.43,Male,3
Spinosaurus,1.59,15.04,13.44,8993.94,Female,2
Spinosaurus,1.2,13.84,12.67,8057.04,Female,2
TREX,1.65,21.45,11.11,6703.47,Female,1
TREX,1.64,17.9,10.07,6057.08,Male,1
TREX,1.48,21.26,10.2,5821.37,Female,1
Triceratops,2.11,11.64,9.81,8165.65,Male,3
Spinosaurus,1.63,15.8,12.47,10817.31,Male,2
Triceratops,1.91,16.36,10.06,7141.77,Female,3
Spinosaurus,1.44,18.56,12.74,9108.78,Female,2
TREX,1.44,26.46,8.93,7513.47,Female,1
TREX,1.57,22.04,11.44,7587.48,Female,1
TREX,1.53,27.53,11.85,6605.29,Male,1
TREX,1.51,19.04,10.39,5850.53,Female,1
TREX,1.51,21.1,10.81,6723.54,Female,1
TREX,1.26,22.56,10.62,5909.49,Male,1
TREX,1.46,17.76,11.34,7002.89,Female,1
Spinosaurus,1.48,17.92,14.08,9907.23,Female,2
Triceratops,1.97,21.34,7.29,7886.66,Male,3
Spinosaurus,1.49,17.74,13.24,10255.68,Male,2
Spinosaurus,1.43,15.62,13.72,7382.85,Female,2
Triceratops,2.39,17.13,9.05,6780.98,Male,3
TREX,1.57,19.12,10.58,6644.37,Male,1
TREX,1.57,20.72,11.71,5526.11,Male,1
TREX,1.7,17.53,10.96,6158.68,Male,1
TREX,1.62,23.22,12.1,6969.24,Female,1
TREX,1.53,19.39,11.51,7172.59,Male,1
TREX,1.53,22.01,10.37,6343.56,Female,1
Triceratops,2.07,19.15,6.99,8113.19,Female,3
TREX,1.66,16.39,12.03,6675.59,Female,1
TREX,1.42,19.56,10.69,6770.72,Male,1
TREX,1.43,18.41,12.09,6053.9,Female,1
TREX,1.6,21.5,10.82,6426.86,Male,1
Spinosaurus,1.38,17.08,13.74,8485.73,Female,2
Spinosaurus,1.57,13.81,13.74,9314.29,Male,2
Spinosaurus,1.63,17.24,14.14,10031.04,Male,2
Spinosaurus,1.42,13.95,13.86,8463.65,Female,2
Spinosaurus,1.34,15.26,13.95,9411.36,Female,2
TREX,1.46,20.42,10.18,6631.19,Male,1
TREX,1.71,25.96,11.31,6682.4,Male,1
Spinosaurus,1.43,12.36,12.11,8693.23,Male,2
TREX,1.4,21.75,10.72,7413.8,Male,1
Triceratops,2.09,13.44,9.19,7794.56,Male,3
TREX,1.49,23.31,11.34,6260.76,Female,1
Triceratops,1.97,22.95,8.48,7271.09,Male,3
TREX,1.4,17.06,10.96,6826.27,Female,1
TREX,1.5,18.62,11.01,7153.53,Female,1
Triceratops,2.0,18.62,9.94,8065.36,Male,3
TREX,1.55,19.08,9.94,6742.76,Female,1
Spinosaurus,1.53,13.25,13.15,7389.83,Male,2
Triceratops,1.86,19.83,7.55,9750.76,Male,3
Triceratops,1.97,17.78,8.6,6743.71,Male,3
Spinosaurus,1.47,17.35,14.94,9706.98,Female,2
Triceratops,2.06,13.16,9.36,8967.91,Female,3
Spinosaurus,1.42,16.28,11.94,9517.72,Female,2
Spinosaurus,1.39,16.21,11.35,9052.94,Female,2
Spinosaurus,1.37,13.62,13.89,9590.36,Male,2
Spinosaurus,1.5,17.06,12.31,7762.65,Male,2
Triceratops,1.99,18.51,7.82,6209.05,Male,3
TREX,1.56,21.66,11.7,7394.93,Male,1
Spinosaurus,1.41,15.05,13.55,8582.77,Female,2
Triceratops,1.96,14.48,7.93,7959.28,Female,3
Triceratops,1.92,17.8,7.86,8049.0,Female,3
Triceratops,1.89,17.87,7.26,8058.3,Female,3
Triceratops,1.88,23.11,7.79,8866.39,Female,3
Triceratops,1.98,16.93,8.86,7343.6,Male,3
Triceratops,1.97,20.58,6.63,6551.99,Male,3
TREX,1.57,23.99,9.51,5671.62,Female,1
Spinosaurus,1.57,14.74,13.28,8654.86,Female,2
Spinosaurus,1.41,14.81,12.64,8612.28,Female,2
Spinosaurus,1.48,19.77,14.94,11079.16,Male,2
TREX,1.52,21.48,10.49,7530.86,Female,1
Spinosaurus,1.42,13.42,14.59,8549.33,Female,2
Triceratops,1.94,17.78,8.0,6452.73,Female,3
Spinosaurus,1.57,15.75,13.55,10141.45,Female,2
Spinosaurus,1.38,13.16,13.45,9037.96,Male,2
TREX,1.49,15.11,10.75,6871.9,Male,1
Triceratops,1.95,14.41,6.76,6795.98,Female,3
TREX,1.44,13.89,9.88,6827.35,Male,1
TREX,1.39,20.28,11.43,6353.54,Male,1
TREX,1.53,18.75,9.24,6537.56,Male,1
TREX,1.43,16.43,9.96,5705.79,Female,1
Spinosaurus,1.4,14.25,15.09,8589.06,Male,2
Triceratops,1.96,18.78,6.37,6404.97,Female,3
TREX,1.54,19.53,11.64,6806.64,Female,1
TREX,1.54,13.54,11.46,7164.67,Male,1
TREX,1.55,18.61,10.34,6204.32,Female,1
TREX,1.43,18.77,11.75,5331.61,Female,1
Triceratops,1.95,18.45,6.39,8432.85,Male,3
Spinosaurus,1.56,15.66,14.54,9613.54,Female,2
Triceratops,1.81,13.36,7.71,9368.22,Female,3
Triceratops,2.11,16.48,7.19,7922.65,Male,3
TREX,1.52,22.01,11.38,7729.01,Female,1
TREX,1.54,18.55,12.49,7294.84,Female,1
Triceratops,1.99,18.27,7.21,7900.74,Female,3
TREX,1.52,17.41,9.77,6378.32,Female,1
Triceratops,1.94,17.21,7.94,7304.98,Female,3
Triceratops,1.87,16.11,5.79,7935.5,Female,3
TREX,1.48,15.78,11.88,5691.17,Male,1
TREX,1.38,18.0,10.27,5718.65,Male,1
TREX,1.61,18.89,11.08,6218.99,Male,1
Triceratops,1.95,22.7,10.13,7850.13,Female,3
TREX,1.49,15.9,10.09,7192.79,Female,1
TREX,1.42,23.69,12.59,7107.56,Male,1
Triceratops,2.08,15.07,8.24,7083.16,Female,3
Spinosaurus,1.5,16.39,12.99,8489.22,Male,2
TREX,1.61,21.37,9.42,5680.92,Female,1
TREX,1.52,18.0,8.75,6828.95,Male,1
TREX,1.42,21.88,11.29,6100.15,Female,1
TREX,1.46,27.17,10.41,6781.22,Male,1
Triceratops,2.08,17.83,6.44,7602.09,Female,3
TREX,1.49,15.41,13.2,6373.54,Male,1
Spinosaurus,1.47,15.46,11.81,8220.54,Female,2
Triceratops,2.0,20.39,7.24,9064.98,Female,3
Triceratops,2.01,24.57,9.34,7215.63,Female,3
Spinosaurus,1.53,14.09,15.65,9881.01,Female,2
TREX,1.52,20.47,11.03,6920.87,Male,1
Triceratops,2.03,15.28,6.58,8624.52,Female,3
Spinosaurus,1.38,17.5,11.6,7523.77,Male,2
Triceratops,2.2,21.6,8.35,7115.73,Female,3
Triceratops,2.04,15.86,10.13,7040.94,Female,3
Triceratops,2.05,19.88,10.19,7405.31,Female,3
TREX,1.42,20.58,10.73,6981.21,Male,1
TREX,1.5,13.47,11.54,6530.48,Female,1
Spinosaurus,1.33,15.24,13.68,10068.16,Female,2
Triceratops,1.85,17.45,7.35,7625.71,Female,3
TREX,1.53,20.63,9.24,6802.94,Female,1
Triceratops,2.0,18.18,7.2,6413.62,Female,3
Triceratops,2.01,14.49,9.01,6637.68,Male,3
TREX,1.65,22.0,11.69,7294.35,Male,1
Triceratops,1.96,17.31,8.37,7973.5,Male,3
Spinosaurus,1.43,16.3,14.23,11072.6,Female,2
Spinosaurus,1.43,15.68,12.46,8203.87,Female,2
TREX,1.45,19.09,10.07,7312.98,Female,1
Triceratops,1.75,13.2,7.77,7379.26,Male,3
TREX,1.56,22.64,11.7,6227.5,Female,1
TREX,1.42,21.39,10.41,5757.26,Male,1
Triceratops,2.07,15.58,7.65,8145.76,Male,3
Spinosaurus,1.61,17.69,13.48,9064.05,Male,2
Triceratops,1.91,17.1,6.67,8501.49,Male,3
Spinosaurus,1.39,15.99,11.92,8881.47,Female,2
Triceratops,1.99,16.84,9.54,7247.84,Female,3
TREX,1.44,15.5,11.36,6493.0,Male,1
TREX,1.42,22.38,10.78,5501.43,Female,1
Spinosaurus,1.48,14.23,12.62,9532.6,Male,2
TREX,1.51,24.42,10.39,7194.71,Male,1
TREX,1.66,19.47,11.94,7373.5,Male,1
Spinosaurus,1.57,13.74,12.68,10815.68,Male,2
TREX,1.46,19.08,9.5,5887.69,Male,1
Spinosaurus,1.5,16.65,14.16,8492.97,Female,2
TREX,1.52,25.06,11.51,6770.43,Male,1
Triceratops,1.99,17.98,8.98,7815.29,Male,3
TREX,1.37,15.78,10.79,8031.14,Female,1
Triceratops,1.88,16.26,8.44,7712.78,Female,3
Spinosaurus,1.62,13.82,12.88,7732.66,Female,2
Triceratops,2.13,14.23,8.17,6586.65,Male,3
Spinosaurus,1.67,17.57,13.54,9333.0,Male,2
TREX,1.49,16.61,12.15,6405.14,Male,1
Triceratops,2.06,20.33,6.82,7626.62,Male,3
Spinosaurus,1.49,14.36,11.21,6471.75,Female,2
Spinosaurus,1.56,12.83,11.73,10190.73,Female,2
TREX,1.53,18.16,10.52,7213.62,Male,1
TREX,1.59,16.04,10.98,5872.55,Female,1
Spinosaurus,1.53,18.51,13.42,11448.81,Female,2
Spinosaurus,1.58,12.51,12.87,8525.04,Female,2
TREX,1.52,17.11,11.72,5207.04,Female,1
TREX,1.33,25.57,10.58,5590.1,Male,1
Spinosaurus,1.26,15.42,12.65,9016.91,Female,2
Triceratops,1.99,17.32,7.88,6549.52,Male,3
Spinosaurus,1.64,13.99,12.46,8238.54,Female,2
Spinosaurus,1.51,18.71,12.2,8640.31,Male,2
Triceratops,1.88,16.16,6.37,8643.71,Male,3
Spinosaurus,1.61,18.88,13.57,8413.38,Female,2
Spinosaurus,1.53,14.49,10.7,8166.87,Male,2
Spinosaurus,1.42,12.19,14.29,8314.53,Female,2
TREX,1.44,19.5,9.2,7268.99,Female,1
Spinosaurus,1.63,12.73,13.97,10031.74,Male,2
TREX,1.51,20.84,11.33,6206.65,Female,1
Spinosaurus,1.46,13.98,13.94,9850.0,Male,2
TREX,1.37,16.74,11.02,5790.1,Male,1
Triceratops,2.16,23.62,10.01,7297.11,Female,3
Triceratops,2.18,19.86,7.06,6821.73,Female,3
Triceratops,2.1,18.7,7.72,6230.28,Male,3
TREX,1.41,23.56,10.48,6373.78,Female,1
Triceratops,2.04,18.26,9.43,6441.74,Female,3
Spinosaurus,1.49,17.69,12.99,9893.54,Female,2
TREX,1.49,18.12,9.25,6156.49,Female,1
TREX,1.55,10.47,11.77,6857.95,Female,1
Spinosaurus,1.52,16.71,11.46,8941.58,Male,2
Triceratops,1.92,22.74,7.61,7538.61,Male,3
Triceratops,2.11,15.9,7.58,6673.39,Female,3
Triceratops,2.07,17.3,8.51,7223.68,Male,3
Spinosaurus,1.49,13.67,13.35,9677.03,Male,2
Triceratops,1.97,19.55,6.49,7306.89,Female,3
Spinosaurus,1.47,14.91,13.29,9441.08,Female,2
TREX,1.34,22.08,12.19,5881.55,Female,1
TREX,1.56,20.28,10.82,6377.29,Female,1
TREX,1.37,22.3,11.1,5764.07,Female,1
Triceratops,1.92,18.44,8.43,7385.13,Female,3
Triceratops,2.23,14.22,6.23,6573.34,Male,3
TREX,1.57,22.1,10.0,6884.27,Male,1
TREX,1.48,18.13,11.4,6813.97,Male,1
Spinosaurus,1.31,13.83,12.21,7426.65,Male,2
Triceratops,1.92,23.42,7.48,6597.0,Female,3
Spinosaurus,1.58,18.95,12.51,10342.75,Female,2
TREX,1.64,24.36,12.61,8109.44,Male,1
Spinosaurus,1.34,11.09,11.79,10721.96,Female,2
Spinosaurus,1.47,17.7,12.03,9620.83,Female,2
TREX,1.61,21.44,10.63,6332.86,Female,1
TREX,1.57,20.56,11.12,6390.09,Female,1
TREX,1.51,16.64,12.65,7851.07,Female,1
Spinosaurus,1.66,16.86,13.85,10477.93,Male,2
TREX,1.5,23.18,9.53,7537.01,Female,1
Spinosaurus,1.64,13.31,13.19,8860.49,Male,2
Triceratops,2.12,20.34,9.06,7558.1,Male,3
TREX,1.46,20.24,10.74,7994.47,Female,1
Triceratops,2.05,22.5,7.84,7621.84,Female,3
TREX,1.47,24.07,10.12,7057.44,Male,1
Triceratops,1.94,16.21,7.3,6645.1,Male,3
Triceratops,2.05,19.24,9.65,7002.48,Male,3
TREX,1.39,19.01,10.8,6449.42,Female,1
TREX,1.51,18.71,10.55,6835.55,Female,1
TREX,1.53,27.03,11.86,7014.17,Male,1
TREX,1.53,15.93,10.57,5369.25,Female,1
TREX,1.43,20.67,11.06,6221.74,Female,1
TREX,1.37,20.25,11.09,8015.52,Female,1
Triceratops,2.03,22.28,8.32,6290.71,Female,3
TREX,1.4,20.77,10.87,6828.9,Female,1
Triceratops,1.95,15.59,7.82,7219.8,Female,3
TREX,1.49,23.67,9.03,6208.59,Male,1
Triceratops,1.94,21.0,7.92,7834.97,Female,3
Triceratops,1.89,21.61,6.76,7687.92,Male,3
TREX,1.49,20.78,10.59,6834.03,Male,1
TREX,1.51,18.54,13.05,7320.72,Male,1
Triceratops,2.0,17.07,9.54,7801.22,Male,3
Spinosaurus,1.33,14.7,13.85,9623.42,Male,2
Triceratops,1.94,14.19,6.63,8549.5,Male,3
Spinosaurus,1.44,18.86,13.55,8968.07,Female,2
Triceratops,2.02,17.92,7.89,6457.04,Female,3
TREX,1.59,19.79,12.44,7180.4,Female,1
TREX,1.54,16.19,12.98,5606.4,Female,1
Spinosaurus,1.44,16.31,14.0,8260.86,Male,2
TREX,1.5,24.33,12.31,6250.53,Female,1
TREX,1.54,21.47,10.93,6763.71,Female,1
TREX,1.45,21.61,10.23,6460.66,Male,1
TREX,1.72,19.82,12.34,5964.87,Female,1
Spinosaurus,1.49,17.33,12.8,9682.65,Female,2
Spinosaurus,1.55,10.93,12.42,7777.77,Male,2
Triceratops,1.93,19.68,8.84,6777.13,Male,3
Spinosaurus,1.62,14.16,12.48,8911.85,Female,2
TREX,1.37,28.61,10.01,6592.75,Male,1
TREX,1.42,20.79,10.02,5930.71,Male,1
TREX,1.49,22.37,9.94,5977.11,Female,1
Spinosaurus,1.61,14.8,12.84,9527.07,Male,2
Spinosaurus,1.48,19.04,13.19,9551.4,Male,2
Triceratops,2.04,14.25,8.21,8169.49,Male,3
TREX,1.43,18.43,10.6,6743.36,Female,1
TREX,1.42,18.59,10.86,7321.64,Male,1
Spinosaurus,1.58,13.39,12.9,9513.05,Female,2
Triceratops,2.01,15.7,9.7,6734.21,Female,3
Spinosaurus,1.54,12.11,13.69,9619.66,Male,2
TREX,1.48,19.82,8.88,5946.82,Female,1
Triceratops,2.02,8.36,9.51,7323.31,Female,3
TREX,1.62,21.18,11.58,7227.76,Male,1
Spinosaurus,1.47,15.97,13.53,10499.01,Male,2
Triceratops,1.9,18.54,9.16,7131.82,Female,3
TREX,1.57,22.0,11.81,7010.94,Male,1
Spinosaurus,1.42,17.69,13.84,8433.2,Female,2
Spinosaurus,1.42,12.34,13.86,9822.86,Female,2
